"Game Code","Drive Number","Team Code","Start Period","Start Clock","Start Spot","Start Reason","End Period","End Clock","End Spot","End Reason","Plays","Yards","Time Of Possession","Red Zone Attempt"
0086077420131012,19,86,3,470,53,"PUNT",3,342,0,"TOUCHDOWN",5,53,128,0
0086077420131012,20,774,3,342,80,"KICKOFF",3,192,74,"PUNT",5,6,150,0
0086077420131012,21,86,3,192,60,"PUNT",4,720,0,"TOUCHDOWN",14,60,372,1
0086077420131012,22,774,4,720,56,"KICKOFF",4,636,42,"FUMBLE",4,14,84,0
0086077420131012,23,86,4,636,58,"FUMBLE",4,387,19,"FIELD GOAL",9,39,249,1
0086077420131012,24,774,4,387,78,"KICKOFF",4,226,49,"PUNT",6,29,161,0
0086077420131012,25,86,4,226,92,"PUNT",4,0,70,"END OF HALF",5,22,226,0
0509079620131012,1,509,1,900,75,"KICKOFF",1,843,49,"INTERCEPTION",4,26,57,0
0509079620131012,2,796,1,843,64,"INTERCEPTION",1,798,50,"FUMBLE",2,14,45,0
0509079620131012,3,509,1,798,39,"FUMBLE",1,586,10,"FIELD GOAL",8,29,212,1
0509079620131012,4,796,1,578,50,"KICKOFF",1,457,59,"PUNT",3,-9,121,0
0509079620131012,5,509,1,457,85,"PUNT",1,393,76,"PUNT",3,9,64,0
0509079620131012,6,796,1,393,52,"PUNT",1,313,47,"PUNT",3,5,80,0
0509079620131012,7,509,1,313,88,"PUNT",1,259,72,"PUNT",4,16,54,0
0509079620131012,8,796,1,259,63,"PUNT",1,249,0,"TOUCHDOWN",1,63,10,0
0509079620131012,9,509,1,249,75,"KICKOFF",1,209,70,"PUNT",3,5,40,0
0509079620131012,10,796,1,209,70,"PUNT",1,73,39,"INTERCEPTION",7,31,136,0
0509079620131012,11,509,1,73,82,"INTERCEPTION",2,769,74,"PUNT",6,8,204,0
0509079620131012,12,796,2,769,75,"PUNT",2,426,0,"TOUCHDOWN",11,75,343,1
0509079620131012,13,509,2,421,86,"KICKOFF",2,342,91,"PUNT",3,-5,79,0
0509079620131012,14,796,2,342,47,"PUNT",2,234,20,"MISSED FIELD GOAL",6,27,108,1
0509079620131012,15,509,2,234,80,"MISSED FIELD GOAL",2,162,60,"PUNT",6,20,72,0
0509079620131012,16,796,2,162,78,"PUNT",2,123,0,"TOUCHDOWN",2,78,39,0
0509079620131012,17,509,2,116,79,"KICKOFF",2,89,80,"PUNT",3,-1,27,0
0509079620131012,18,796,2,89,56,"PUNT",2,47,36,"INTERCEPTION",3,20,42,0
0509079620131012,19,509,2,47,84,"INTERCEPTION",2,12,26,"FIELD GOAL",6,58,35,0
0509079620131012,20,796,2,6,81,"KICKOFF",2,0,82,"END OF HALF",1,-1,6,0
0509079620131012,21,796,3,900,75,"KICKOFF",3,616,0,"TOUCHDOWN",10,75,284,1
0509079620131012,22,509,3,609,78,"KICKOFF",3,564,76,"PUNT",3,2,45,0
0509079620131012,23,796,3,564,58,"PUNT",3,470,36,"PUNT",4,22,94,0
0509079620131012,24,509,3,470,91,"PUNT",3,384,82,"PUNT",3,9,86,0
0509079620131012,25,796,3,384,58,"PUNT",3,149,45,"PUNT",6,13,235,0
0509079620131012,26,509,3,149,90,"PUNT",3,92,84,"PUNT",3,6,57,0
0509079620131012,27,796,3,92,56,"PUNT",4,749,0,"TOUCHDOWN",9,56,243,1
0509079620131012,28,509,4,743,71,"KICKOFF",4,571,44,"PUNT",8,27,172,0
0509079620131012,29,796,4,571,83,"PUNT",4,76,30,"DOWNS",12,53,495,0
0509079620131012,30,509,4,76,70,"DOWNS",4,0,63,"END OF HALF",3,7,76,0
0473081120131012,1,811,1,900,75,"KICKOFF",1,807,0,"TOUCHDOWN",6,75,93,1
0473081120131012,2,473,1,807,60,"KICKOFF",1,454,13,"FUMBLE",11,47,353,1
0473081120131012,3,811,1,454,87,"FUMBLE",1,383,83,"PUNT",3,4,71,0
0473081120131012,4,473,1,383,56,"PUNT",1,347,44,"FUMBLE",2,12,36,0
0473081120131012,5,811,1,347,56,"FUMBLE",1,85,0,"TOUCHDOWN",13,56,262,1
0473081120131012,6,473,1,85,75,"KICKOFF",1,28,71,"PUNT",3,4,57,0
0473081120131012,7,811,1,28,79,"PUNT",2,855,0,"TOUCHDOWN",5,79,73,0
0473081120131012,8,473,2,855,75,"KICKOFF",2,655,37,"PUNT",6,38,200,0
0473081120131012,9,811,2,655,80,"PUNT",2,517,51,"PUNT",7,29,138,0
0473081120131012,10,473,2,517,79,"PUNT",2,372,74,"PUNT",3,5,145,0
0473081120131012,11,811,2,372,82,"PUNT",2,221,39,"PUNT",10,43,151,0
0473081120131012,12,473,2,221,80,"PUNT",2,13,13,"FIELD GOAL",9,67,208,1
0473081120131012,13,811,2,13,73,"KICKOFF",2,0,75,"END OF HALF",1,-2,13,0
0473081120131012,14,473,3,900,75,"KICKOFF",3,749,0,"TOUCHDOWN",6,75,151,0
0473081120131012,15,811,3,749,70,"KICKOFF",3,642,49,"PUNT",5,21,107,0
0473081120131012,16,473,3,642,92,"PUNT",3,443,69,"PUNT",5,23,199,0
0473081120131012,17,473,3,443,8,"FUMBLE",3,438,0,"TOUCHDOWN",1,8,5,1
0473081120131012,18,811,3,438,75,"KICKOFF",3,231,8,"FIELD GOAL",13,67,207,1
0473081120131012,19,473,3,231,75,"KICKOFF",4,796,0,"TOUCHDOWN",11,75,335,0
0473081120131012,20,811,4,796,75,"KICKOFF",4,634,0,"TOUCHDOWN",9,75,162,1
0473081120131012,21,473,4,634,59,"KICKOFF",4,543,56,"INTERCEPTION",3,3,91,0
0473081120131012,22,811,4,543,48,"INTERCEPTION",4,533,0,"TOUCHDOWN",1,48,10,0
0473081120131012,23,473,4,533,66,"KICKOFF",4,417,64,"PUNT",3,2,116,0
0473081120131012,24,811,4,417,83,"PUNT",4,311,64,"PUNT",5,19,106,0
0473081120131012,25,473,4,311,72,"PUNT",4,66,0,"TOUCHDOWN",12,72,245,0
0473081120131012,26,811,4,66,42,"KICKOFF",4,0,42,"END OF HALF",2,0,66,0
0671077220131015,1,772,1,900,75,"KICKOFF",1,693,0,"TOUCHDOWN",7,75,207,1
0671077220131015,2,671,1,686,70,"KICKOFF",1,592,65,"PUNT",3,5,94,0
0671077220131015,3,772,1,592,88,"PUNT",1,397,54,"INTERCEPTION",7,34,195,0
0671077220131015,4,671,1,397,54,"INTERCEPTION",1,372,46,"FUMBLE",2,8,25,0
0671077220131015,5,772,1,372,54,"FUMBLE",1,193,11,"FIELD GOAL",7,43,179,1
0671077220131015,6,671,1,185,69,"KICKOFF",2,808,45,"PUNT",8,24,277,0
0671077220131015,7,772,2,808,80,"PUNT",2,696,71,"PUNT",3,9,112,0
0671077220131015,8,671,2,696,69,"PUNT",2,660,70,"PUNT",3,-1,36,0
0671077220131015,9,772,2,660,69,"PUNT",2,401,1,"INTERCEPTION",8,68,259,1
0671077220131015,10,772,2,396,75,"KICKOFF",2,206,20,"FUMBLE",7,55,190,0
0671077220131015,11,671,2,206,35,"FUMBLE",2,92,0,"TOUCHDOWN",7,35,114,1
0671077220131015,12,772,2,87,75,"KICKOFF",2,0,11,"FIELD GOAL",6,64,87,1
0671077220131015,13,671,3,892,71,"KICKOFF",3,424,6,"FIELD GOAL",15,65,468,1
0671077220131015,14,772,3,416,58,"KICKOFF",3,309,36,"PUNT",5,22,107,0
0671077220131015,15,671,3,309,80,"PUNT",3,81,0,"TOUCHDOWN",9,80,228,1
0671077220131015,16,772,3,75,73,"KICKOFF",4,813,24,"DOWNS",8,49,162,0
0671077220131015,17,671,4,813,76,"DOWNS",4,631,66,"PUNT",5,10,182,0
0671077220131015,18,772,4,631,76,"PUNT",4,590,75,"FUMBLE",2,1,41,0
0671077220131015,19,671,4,590,24,"FUMBLE",4,583,0,"TOUCHDOWN",1,24,7,0
0671077220131015,20,772,4,574,75,"KICKOFF",4,422,0,"TOUCHDOWN",8,75,152,1
0671077220131015,21,671,4,415,77,"KICKOFF",4,157,0,"TOUCHDOWN",10,77,258,1
0671077220131015,22,772,4,150,70,"KICKOFF",4,77,65,"DOWNS",4,5,73,0
0671077220131015,23,671,4,77,35,"DOWNS",4,0,37,"END OF HALF",2,-2,77,0
0415045720131017,1,457,1,900,76,"KICKOFF",1,842,75,"PUNT",3,1,58,0
0415045720131017,2,415,1,842,72,"PUNT",1,789,52,"INTERCEPTION",4,20,53,0
0415045720131017,3,457,1,789,62,"INTERCEPTION",1,717,32,"INTERCEPTION",4,30,72,0
0415045720131017,4,415,1,717,80,"INTERCEPTION",1,525,4,"FIELD GOAL",10,76,192,1
0415045720131017,5,457,1,525,75,"KICKOFF",1,422,66,"PUNT",3,9,103,0
0415045720131017,6,415,1,422,77,"PUNT",1,351,74,"PUNT",3,3,71,0
0415045720131017,7,457,1,351,76,"PUNT",1,320,0,"TOUCHDOWN",2,76,31,0
0415045720131017,8,415,1,320,75,"KICKOFF",1,179,3,"FIELD GOAL",7,72,141,1
0415045720131017,9,457,1,179,65,"KICKOFF",1,132,60,"PUNT",3,5,47,0
0415045720131017,10,415,1,132,72,"PUNT",1,58,71,"PUNT",3,1,74,0
0415045720131017,11,457,1,58,66,"PUNT",2,753,30,"MISSED FIELD GOAL",10,36,205,1
0415045720131017,12,457,2,747,71,"KICKOFF",2,590,0,"TOUCHDOWN",7,71,157,1
0415045720131017,13,415,2,590,75,"KICKOFF",2,455,32,"INTERCEPTION",6,43,135,0
0415045720131017,14,457,2,455,68,"INTERCEPTION",2,212,8,"FIELD GOAL",12,60,243,1
0415045720131017,15,415,2,206,75,"KICKOFF",2,76,50,"PUNT",6,25,130,0
0415045720131017,16,457,2,76,83,"PUNT",2,7,80,"PUNT",5,3,69,0
0415045720131017,17,415,2,7,53,"PUNT",2,0,14,"END OF HALF",2,39,7,0
0415045720131017,18,415,3,894,80,"KICKOFF",3,716,26,"MISSED FIELD GOAL",7,54,178,0
0415045720131017,19,457,3,716,74,"MISSED FIELD GOAL",3,419,18,"FIELD GOAL",11,56,297,1
0415045720131017,20,415,3,412,67,"KICKOFF",3,204,18,"INTERCEPTION",9,49,208,1
0415045720131017,21,457,3,204,80,"INTERCEPTION",4,857,4,"FIELD GOAL",12,76,247,1
0415045720131017,22,415,4,851,75,"KICKOFF",4,689,0,"TOUCHDOWN",7,75,162,1
0415045720131017,23,457,4,681,80,"KICKOFF",4,606,74,"PUNT",3,6,75,0
0415045720131017,24,415,4,606,68,"PUNT",4,530,62,"INTERCEPTION",3,6,76,0
0415045720131017,25,457,4,530,49,"INTERCEPTION",4,479,30,"INTERCEPTION",3,19,51,0
0415045720131017,26,415,4,479,89,"INTERCEPTION",4,425,91,"PUNT",3,-2,54,0
0415045720131017,27,457,4,425,60,"PUNT",4,251,64,"PUNT",3,-4,174,0
0415045720131017,28,415,4,251,90,"PUNT",4,16,0,"TOUCHDOWN",13,90,235,1
0415045720131017,29,457,4,16,75,"KICKOFF",4,0,28,"END OF HALF",3,47,16,0
0128036720131018,1,128,1,900,71,"KICKOFF",1,724,11,"INTERCEPTION",8,60,176,1
0128036720131018,2,367,1,724,80,"INTERCEPTION",1,329,0,"TOUCHDOWN",11,80,395,1
0128036720131018,3,128,1,329,59,"KICKOFF",1,228,59,"PUNT",3,0,101,0
0128036720131018,4,367,1,228,67,"PUNT",1,58,0,"FUMBLE",5,67,170,1
0128036720131018,5,128,1,58,80,"FUMBLE",2,665,44,"PUNT",10,36,293,0
0128036720131018,6,367,2,665,80,"PUNT",2,549,73,"PUNT",3,7,116,0
0128036720131018,7,128,2,549,71,"PUNT",2,253,0,"TOUCHDOWN",9,71,296,1
0128036720131018,8,367,2,253,75,"KICKOFF",2,58,0,"TOUCHDOWN",10,75,195,1
0128036720131018,9,128,2,58,75,"KICKOFF",2,0,70,"END OF HALF",2,5,58,0
0128036720131018,10,367,3,900,75,"KICKOFF",3,566,0,"TOUCHDOWN",9,75,334,1
0128036720131018,11,128,3,566,67,"KICKOFF",3,472,70,"FUMBLE",4,-3,94,0
0128036720131018,12,128,3,472,74,"KICKOFF",3,290,0,"TOUCHDOWN",6,74,182,1
0128036720131018,13,367,3,290,86,"KICKOFF",3,232,85,"FUMBLE",2,1,58,0
0128036720131018,14,128,3,232,15,"FUMBLE",3,220,0,"TOUCHDOWN",1,15,12,1
0128036720131018,15,367,3,220,85,"KICKOFF",3,103,83,"PUNT",5,2,117,0
0128036720131018,16,128,3,103,56,"PUNT",3,30,0,"TOUCHDOWN",3,56,73,1
0128036720131018,17,367,3,30,75,"KICKOFF",4,772,62,"PUNT",5,13,158,0
0128036720131018,18,128,4,772,69,"PUNT",4,456,17,"FIELD GOAL",10,52,316,1
0128036720131018,19,367,4,456,88,"KICKOFF",4,180,0,"TOUCHDOWN",10,88,276,1
0128036720131018,20,128,4,180,75,"KICKOFF",4,23,0,"TOUCHDOWN",12,75,157,1
0128036720131018,21,367,4,23,75,"KICKOFF",4,0,49,"END OF HALF",3,26,23,0
0031000820131019,1,8,1,900,68,"KICKOFF",1,549,0,"TOUCHDOWN",12,68,351,1
0031000820131019,2,31,1,549,80,"KICKOFF",1,417,84,"PUNT",3,-4,132,0
0031000820131019,3,8,1,417,38,"PUNT",1,276,0,"TOUCHDOWN",5,38,141,1
0031000820131019,4,31,1,276,77,"KICKOFF",1,60,40,"INTERCEPTION",7,37,216,0
0031000820131019,5,8,1,60,79,"INTERCEPTION",2,892,71,"PUNT",3,8,68,0
0031000820131019,6,31,2,892,79,"PUNT",2,660,55,"PUNT",7,24,232,0
0031000820131019,7,8,2,660,84,"PUNT",2,543,0,"TOUCHDOWN",5,84,117,0
0031000820131019,8,31,2,543,90,"KICKOFF",2,174,23,"MISSED FIELD GOAL",13,67,369,0
0031000820131019,9,8,2,174,72,"MISSED FIELD GOAL",2,67,0,"TOUCHDOWN",5,72,107,0
0031000820131019,10,31,2,67,69,"KICKOFF",2,0,61,"END OF HALF",3,8,67,0
0031000820131019,11,8,3,900,30,"FUMBLE",3,808,0,"TOUCHDOWN",3,30,92,1
0031000820131019,12,31,3,808,82,"KICKOFF",3,712,67,"PUNT",4,15,96,0
0031000820131019,13,8,3,712,72,"PUNT",3,498,0,"TOUCHDOWN",8,72,214,0
0031000820131019,14,31,3,498,75,"KICKOFF",3,342,59,"INTERCEPTION",6,16,156,0
0031000820131019,15,8,3,342,53,"INTERCEPTION",3,182,30,"FIELD GOAL",8,23,160,0
0031000820131019,16,31,3,182,75,"KICKOFF",4,859,41,"PUNT",9,34,223,0
0031000820131019,17,8,4,859,99,"PUNT",4,428,32,"DOWNS",12,67,431,0
0031000820131019,18,31,4,428,67,"DOWNS",4,118,15,"DOWNS",11,52,310,1
0031000820131019,19,8,4,118,85,"DOWNS",4,59,0,"TOUCHDOWN",2,85,59,0
0031000820131019,20,31,4,59,80,"KICKOFF",4,0,78,"END OF HALF",2,2,59,0
0756002820131019,1,28,1,900,74,"KICKOFF",1,824,79,"PUNT",3,-5,76,0
0756002820131019,2,756,1,824,60,"PUNT",1,629,0,"TOUCHDOWN",12,60,195,1
0756002820131019,3,28,1,629,75,"KICKOFF",1,532,66,"PUNT",3,9,97,0
0756002820131019,4,756,1,532,82,"PUNT",1,449,76,"PUNT",3,6,83,0
0756002820131019,5,28,1,449,85,"PUNT",1,181,9,"FIELD GOAL",12,76,268,1
0756002820131019,6,756,1,181,65,"KICKOFF",1,118,58,"PUNT",3,7,63,0
0756002820131019,7,28,1,118,71,"PUNT",1,46,64,"INTERCEPTION",3,7,72,0
0756002820131019,8,756,1,46,64,"INTERCEPTION",1,0,82,"PUNT",3,-18,46,0
0756002820131019,9,28,2,900,57,"PUNT",2,800,0,"TOUCHDOWN",4,57,100,1
0756002820131019,10,756,2,795,88,"KICKOFF",2,700,84,"PUNT",5,4,95,0
0756002820131019,11,28,2,700,62,"PUNT",2,432,5,"FIELD GOAL",10,57,268,1
0756002820131019,12,756,2,432,75,"KICKOFF",2,390,78,"PUNT",3,-3,42,0
0756002820131019,13,28,2,390,64,"PUNT",2,340,57,"PUNT",3,7,50,0
0756002820131019,14,28,2,340,26,"FUMBLE",2,298,19,"FIELD GOAL",4,7,42,1
0756002820131019,15,756,2,293,84,"KICKOFF",2,239,87,"PUNT",3,-3,54,0
0756002820131019,16,28,2,239,50,"PUNT",2,128,0,"TOUCHDOWN",8,50,111,1
0756002820131019,17,756,2,128,75,"KICKOFF",2,62,83,"PUNT",3,-8,66,0
0756002820131019,18,28,2,62,60,"PUNT",2,14,0,"TOUCHDOWN",4,60,48,1
0756002820131019,19,756,2,8,58,"KICKOFF",2,0,39,"END OF HALF",2,19,8,0
0756002820131019,20,756,3,888,64,"KICKOFF",3,838,0,"TOUCHDOWN",3,64,50,0
0756002820131019,21,28,3,832,77,"KICKOFF",3,611,0,"TOUCHDOWN",11,77,221,1
0756002820131019,22,756,3,604,51,"KICKOFF",3,372,9,"FIELD GOAL",12,42,232,1
0756002820131019,23,28,3,363,71,"KICKOFF",3,139,4,"FIELD GOAL",11,67,224,1
0756002820131019,24,756,3,132,78,"KICKOFF",3,80,96,"PUNT",3,-18,52,0
0756002820131019,25,28,3,80,43,"PUNT",4,896,0,"TOUCHDOWN",5,43,84,1
0756002820131019,26,756,4,890,80,"KICKOFF",4,819,79,"PUNT",3,1,71,0
0756002820131019,27,756,4,819,46,"FUMBLE",4,783,0,"TOUCHDOWN",3,46,36,1
0756002820131019,28,28,4,783,75,"KICKOFF",4,687,67,"PUNT",3,8,96,0
0756002820131019,29,756,4,687,73,"PUNT",4,622,76,"PUNT",3,-3,65,0
0756002820131019,30,28,4,622,73,"PUNT",4,249,0,"TOUCHDOWN",10,73,373,1
0756002820131019,31,756,4,249,75,"KICKOFF",4,175,78,"PUNT",3,-3,74,0
0756002820131019,32,28,4,175,70,"PUNT",4,0,58,"END OF HALF",4,12,175,0
0732002920131019,1,732,1,900,69,"KICKOFF",1,669,39,"PUNT",8,30,231,0
0732002920131019,2,29,1,669,80,"PUNT",1,557,0,"TOUCHDOWN",8,80,112,1
0732002920131019,3,732,1,553,71,"KICKOFF",1,361,0,"TOUCHDOWN",8,71,192,1
0732002920131019,4,29,1,361,75,"KICKOFF",1,34,9,"DOWNS",17,66,327,1
0732002920131019,5,732,1,34,91,"DOWNS",2,851,90,"INTERCEPTION",3,1,83,0
0732002920131019,6,732,2,851,75,"KICKOFF",2,771,72,"PUNT",3,3,80,0
0732002920131019,7,29,2,771,66,"PUNT",2,608,53,"PUNT",6,13,163,0
0732002920131019,8,732,2,608,88,"PUNT",2,598,88,"INTERCEPTION",1,0,10,0
0732002920131019,9,29,2,598,72,"INTERCEPTION",2,348,0,"TOUCHDOWN",13,72,250,1
0732002920131019,10,732,2,348,75,"KICKOFF",2,172,44,"PUNT",7,31,176,0
0732002920131019,11,29,2,172,93,"PUNT",2,89,85,"PUNT",3,8,83,0
0732002920131019,12,732,2,89,45,"PUNT",2,0,24,"MISSED FIELD GOAL",5,21,89,0
0732002920131019,13,29,3,900,89,"KICKOFF",3,829,84,"PUNT",3,5,71,0
0732002920131019,14,732,3,829,61,"PUNT",3,696,56,"PUNT",3,5,133,0
0732002920131019,15,732,3,696,17,"FUMBLE",3,639,0,"TOUCHDOWN",3,17,57,1
0732002920131019,16,29,3,639,75,"KICKOFF",3,559,45,"DOWNS",5,30,80,0
0732002920131019,17,732,3,559,55,"DOWNS",3,548,0,"TOUCHDOWN",1,55,11,0
0732002920131019,18,29,3,548,75,"KICKOFF",3,494,75,"PUNT",3,0,54,0
0732002920131019,19,732,3,494,65,"PUNT",3,373,49,"PUNT",4,16,121,0
0732002920131019,20,29,3,373,95,"PUNT",3,156,35,"DOWNS",13,60,217,0
0732002920131019,21,732,3,156,65,"DOWNS",3,27,78,"PUNT",3,-13,129,0
0732002920131019,22,29,3,27,63,"PUNT",4,812,0,"TOUCHDOWN",7,63,115,1
0732002920131019,23,732,4,812,75,"KICKOFF",4,756,78,"PUNT",3,-3,56,0
0732002920131019,24,29,4,756,67,"PUNT",4,663,84,"PUNT",3,-17,93,0
0732002920131019,25,732,4,663,57,"PUNT",4,431,27,"FIELD GOAL",10,30,232,0
0732002920131019,26,29,4,425,83,"KICKOFF",4,389,61,"FUMBLE",2,22,36,0
0732002920131019,27,732,4,389,39,"FUMBLE",4,229,23,"MISSED FIELD GOAL",6,16,160,0
0732002920131019,28,29,4,229,77,"MISSED FIELD GOAL",4,90,0,"TOUCHDOWN",6,77,139,0
0732002920131019,29,732,4,90,75,"KICKOFF",4,7,41,"DOWNS",9,34,83,0
0732002920131019,30,29,4,7,59,"DOWNS",4,0,60,"END OF HALF",1,-1,7,0
0311005120131019,1,51,1,900,75,"KICKOFF",1,764,58,"PUNT",6,17,136,0
0311005120131019,2,311,1,764,44,"PUNT",1,707,41,"PUNT",3,3,57,0
0311005120131019,3,51,1,707,80,"PUNT",1,568,0,"TOUCHDOWN",8,80,139,1
0311005120131019,4,311,1,568,74,"KICKOFF",1,522,71,"FUMBLE",2,3,46,0
0311005120131019,5,51,1,522,29,"FUMBLE",1,508,0,"TOUCHDOWN",2,29,14,1
0311005120131019,6,311,1,508,68,"KICKOFF",1,403,59,"PUNT",3,9,105,0
0311005120131019,7,51,1,403,77,"PUNT",1,174,5,"FIELD GOAL",12,72,229,1
0311005120131019,8,311,1,174,75,"KICKOFF",2,739,39,"PUNT",11,36,335,0
0311005120131019,9,51,2,739,94,"PUNT",2,539,4,"FIELD GOAL",12,90,200,1
0311005120131019,10,311,2,533,65,"KICKOFF",2,406,52,"PUNT",4,13,127,0
0311005120131019,11,51,2,406,94,"PUNT",2,294,0,"TOUCHDOWN",8,94,112,1
0311005120131019,12,311,2,294,82,"KICKOFF",2,156,81,"PUNT",3,1,138,0
0311005120131019,13,51,2,156,55,"PUNT",2,97,0,"TOUCHDOWN",6,55,59,0
0311005120131019,14,311,2,97,84,"KICKOFF",2,27,75,"PUNT",3,9,70,0
0311005120131019,15,51,2,27,68,"PUNT",2,0,34,"FIELD GOAL",4,34,27,0
0311005120131019,16,311,3,900,87,"KICKOFF",3,722,69,"PUNT",6,18,178,0
0311005120131019,17,51,3,722,84,"PUNT",3,556,0,"TOUCHDOWN",10,84,166,1
0311005120131019,18,311,3,556,75,"KICKOFF",3,426,64,"PUNT",6,11,130,0
0311005120131019,19,51,3,426,77,"PUNT",3,301,68,"PUNT",3,9,125,0
0311005120131019,20,311,3,301,78,"PUNT",3,292,78,"INTERCEPTION",1,0,9,0
0311005120131019,21,51,3,292,11,"INTERCEPTION",3,208,2,"DOWNS",4,9,84,1
0311005120131019,22,311,3,208,98,"DOWNS",3,68,90,"PUNT",3,8,140,0
0311005120131019,23,311,3,62,18,"KICKOFF",3,0,15,"DOWNS",4,3,62,1
0311005120131019,24,51,4,900,85,"DOWNS",4,786,73,"PUNT",6,12,114,0
0311005120131019,25,311,4,786,76,"PUNT",4,778,76,"INTERCEPTION",1,0,8,0
0311005120131019,26,51,4,778,40,"INTERCEPTION",4,770,0,"TOUCHDOWN",1,40,8,0
0311005120131019,27,311,4,770,80,"KICKOFF",4,659,78,"PUNT",3,2,111,0
0311005120131019,28,51,4,659,79,"PUNT",4,228,0,"TOUCHDOWN",14,79,431,0
0311005120131019,29,311,4,228,57,"KICKOFF",4,47,0,"TOUCHDOWN",6,57,181,0
0311005120131019,30,311,4,34,77,"KICKOFF",4,0,76,"END OF HALF",1,1,34,0
0466006620131019,1,466,1,900,75,"KICKOFF",1,465,15,"FIELD GOAL",15,60,435,1
0466006620131019,2,66,1,465,76,"KICKOFF",1,332,38,"INTERCEPTION",8,38,133,0
0466006620131019,3,466,1,332,55,"INTERCEPTION",1,206,37,"PUNT",5,18,126,0
0466006620131019,4,66,1,206,85,"PUNT",1,105,85,"PUNT",3,0,101,0
0466006620131019,5,466,1,105,58,"PUNT",1,28,53,"PUNT",3,5,77,0
0466006620131019,6,66,1,28,81,"PUNT",2,804,57,"PUNT",7,24,124,0
0466006620131019,7,466,2,804,75,"PUNT",2,460,0,"TOUCHDOWN",13,75,344,1
0466006620131019,8,66,2,460,80,"KICKOFF",2,362,0,"TOUCHDOWN",5,80,98,1
0466006620131019,9,466,2,362,78,"KICKOFF",2,61,0,"TOUCHDOWN",12,78,301,1
0466006620131019,10,66,2,61,77,"KICKOFF",2,0,17,"END OF HALF",5,60,61,0
0466006620131019,11,66,3,900,66,"KICKOFF",3,734,0,"TOUCHDOWN",8,66,166,1
0466006620131019,12,466,3,734,75,"KICKOFF",3,571,60,"PUNT",5,15,163,0
0466006620131019,13,66,3,571,71,"PUNT",3,560,0,"TOUCHDOWN",1,71,11,0
0466006620131019,14,466,3,560,75,"KICKOFF",3,455,59,"PUNT",4,16,105,0
0466006620131019,15,66,3,455,80,"PUNT",3,359,73,"PUNT",3,7,96,0
0466006620131019,16,466,3,359,63,"PUNT",3,255,62,"PUNT",3,1,104,0
0466006620131019,17,66,3,255,74,"PUNT",3,42,0,"TOUCHDOWN",11,74,213,1
0466006620131019,18,466,3,42,75,"KICKOFF",4,679,41,"PUNT",10,34,263,0
0466006620131019,19,66,4,679,77,"PUNT",4,508,0,"TOUCHDOWN",11,77,171,1
0466006620131019,20,466,4,508,75,"KICKOFF",4,183,24,"DOWNS",13,51,325,1
0466006620131019,21,66,4,183,76,"DOWNS",4,0,36,"END OF HALF",5,40,183,0
0400008620131019,1,86,1,900,76,"KICKOFF",1,747,63,"PUNT",6,13,153,0
0400008620131019,2,400,1,747,69,"PUNT",1,441,42,"PUNT",10,27,306,0
0400008620131019,3,86,1,441,80,"PUNT",1,211,39,"PUNT",9,41,230,0
0400008620131019,4,400,1,211,88,"PUNT",1,109,84,"PUNT",3,4,102,0
0400008620131019,5,86,1,109,48,"PUNT",2,895,27,"FIELD GOAL",5,21,114,0
0400008620131019,6,400,2,885,68,"KICKOFF",2,813,45,"PUNT",4,23,72,0
0400008620131019,7,86,2,813,80,"PUNT",2,662,59,"PUNT",6,21,151,0
0400008620131019,8,400,2,662,80,"PUNT",2,613,72,"INTERCEPTION",3,8,49,0
0400008620131019,9,400,2,606,68,"KICKOFF",2,382,56,"PUNT",6,12,224,0
0400008620131019,10,86,2,382,82,"PUNT",2,48,19,"FIELD GOAL",14,63,334,1
0400008620131019,11,400,2,39,61,"KICKOFF",2,7,25,"FIELD GOAL",5,36,32,0
0400008620131019,12,400,3,893,80,"KICKOFF",3,840,81,"PUNT",3,-1,53,0
0400008620131019,13,86,3,840,56,"PUNT",3,731,11,"FIELD GOAL",8,45,109,1
0400008620131019,14,400,3,731,64,"KICKOFF",3,489,20,"FUMBLE",9,44,242,1
0400008620131019,15,86,3,489,80,"FUMBLE",3,247,26,"MISSED FIELD GOAL",10,54,242,0
0400008620131019,16,400,3,247,74,"MISSED FIELD GOAL",3,174,73,"PUNT",3,1,73,0
0400008620131019,17,86,3,174,66,"PUNT",3,27,42,"PUNT",5,24,147,0
0400008620131019,18,400,3,27,99,"PUNT",3,23,100,"SAFETY",1,-1,4,0
0400008620131019,19,86,3,15,56,"KICKOFF",4,809,0,"TOUCHDOWN",6,56,106,1
0400008620131019,20,400,4,802,69,"KICKOFF",4,639,33,"DOWNS",7,36,163,0
0400008620131019,21,86,4,639,67,"DOWNS",4,318,0,"TOUCHDOWN",10,67,321,1
0400008620131019,22,400,4,309,86,"KICKOFF",4,88,48,"FUMBLE",8,38,221,0
0400008620131019,23,86,4,88,52,"FUMBLE",4,0,58,"END OF HALF",3,-6,88,0
0465009620131019,1,96,1,900,75,"KICKOFF",1,891,0,"TOUCHDOWN",1,75,9,0
0465009620131019,2,465,1,884,70,"KICKOFF",1,613,56,"PUNT",8,14,271,0
0465009620131019,3,96,1,613,79,"PUNT",1,282,0,"TOUCHDOWN",14,79,331,0
0465009620131019,4,465,1,275,73,"KICKOFF",1,133,70,"PUNT",3,3,142,0
